'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
8318,0.427,0.753,0.327,-0.590,0.050,0.540,0.179,0.001,0.555,0.290,-0.172,-0.144,-0.085,0.380,-0.254
8319,0.425,0.748,0.323,-0.587,0.051,0.535,0.181,0.003,0.554,0.289,-0.174,-0.148,-0.088,0.379,-0.253
8320,0.432,0.744,0.312,-0.588,0.060,0.528,0.181,0.003,0.552,0.287,-0.179,-0.153,-0.092,0.374,-0.253
8321,0.430,0.743,0.313,-0.587,0.059,0.528,0.181,0.001,0.554,0.288,-0.174,-0.146,-0.086,0.380,-0.251
8322,0.430,0.745,0.315,-0.588,0.058,0.530,0.181,0.003,0.554,0.290,-0.175,-0.146,-0.084,0.381,-0.248
8323,0.430,0.748,0.318,-0.589,0.056,0.533,0.182,0.005,0.554,0.291,-0.174,-0.145,-0.085,0.374,-0.248
8324,0.429,0.743,0.313,-0.586,0.059,0.528,0.183,0.006,0.555,0.291,-0.173,-0.141,-0.084,0.362,-0.249
8325,0.429,0.746,0.316,-0.588,0.057,0.530,0.183,0.006,0.555,0.290,-0.172,-0.140,-0.085,0.369,-0.251
8326,0.422,0.747,0.325,-0.585,0.049,0.535,0.183,0.004,0.555,0.291,-0.172,-0.142,-0.084,0.378,-0.252
8327,0.424,0.743,0.320,-0.584,0.052,0.531,0.184,0.002,0.552,0.286,-0.175,-0.142,-0.084,0.381,-0.255
8328,0.427,0.745,0.318,-0.587,0.055,0.531,0.173,-0.004,0.549,0.285,-0.175,-0.142,-0.083,0.389,-0.253
8329,0.421,0.740,0.319,-0.581,0.051,0.529,0.166,-0.007,0.549,0.285,-0.176,-0.140,-0.077,0.390,-0.248
8330,0.426,0.749,0.323,-0.588,0.051,0.536,0.175,-0.003,0.550,0.282,-0.177,-0.140,-0.079,0.393,-0.252
8331,0.424,0.751,0.328,-0.588,0.048,0.539,0.176,-0.007,0.550,0.283,-0.177,-0.139,-0.080,0.392,-0.252
8332,0.422,0.747,0.325,-0.585,0.049,0.535,0.177,-0.002,0.549,0.280,-0.182,-0.140,-0.080,0.394,-0.254
8333,0.441,0.752,0.312,-0.597,0.064,0.532,0.179,-0.001,0.550,0.279,-0.183,-0.143,-0.086,0.380,-0.252
8334,0.458,0.768,0.310,-0.613,0.074,0.539,0.176,-0.007,0.551,0.281,-0.178,-0.133,-0.079,0.386,-0.254
8335,0.455,0.774,0.320,-0.614,0.068,0.546,0.178,0.003,0.556,0.286,-0.174,-0.134,-0.078,0.393,-0.254
8336,0.440,0.765,0.326,-0.603,0.057,0.545,0.183,0.005,0.558,0.290,-0.170,-0.135,-0.081,0.383,-0.252
8337,0.438,0.760,0.324,-0.599,0.057,0.542,0.175,-0.002,0.552,0.284,-0.174,-0.133,-0.081,0.379,-0.249
8338,0.434,0.758,0.325,-0.597,0.055,0.541,0.177,-0.004,0.554,0.287,-0.175,-0.140,-0.086,0.380,-0.248
8339,0.434,0.755,0.322,-0.595,0.057,0.538,0.178,-0.001,0.555,0.290,-0.173,-0.138,-0.086,0.387,-0.252
8340,0.434,0.747,0.312,-0.591,0.061,0.529,0.172,-0.002,0.550,0.284,-0.181,-0.148,-0.092,0.383,-0.248
8341,0.435,0.754,0.320,-0.595,0.058,0.537,0.175,0.000,0.553,0.288,-0.177,-0.145,-0.091,0.387,-0.252
8342,0.438,0.755,0.318,-0.597,0.060,0.536,0.180,0.007,0.556,0.290,-0.174,-0.136,-0.083,0.383,-0.249
8343,0.441,0.758,0.318,-0.600,0.061,0.538,0.181,0.008,0.557,0.290,-0.175,-0.140,-0.083,0.381,-0.248
8344,0.438,0.754,0.318,-0.597,0.060,0.536,0.181,0.006,0.557,0.291,-0.175,-0.139,-0.086,0.376,-0.247
8345,0.438,0.752,0.315,-0.596,0.062,0.533,0.178,0.004,0.556,0.292,-0.175,-0.136,-0.087,0.377,-0.246
8346,0.443,0.760,0.318,-0.601,0.062,0.539,0.172,0.001,0.553,0.290,-0.174,-0.136,-0.084,0.379,-0.248
8347,0.427,0.742,0.315,-0.584,0.056,0.528,0.173,-0.002,0.548,0.284,-0.180,-0.144,-0.085,0.372,-0.244
8348,0.421,0.740,0.320,-0.581,0.051,0.529,0.171,-0.003,0.548,0.283,-0.180,-0.141,-0.086,0.381,-0.248
8349,0.428,0.747,0.319,-0.588,0.054,0.533,0.170,-0.004,0.547,0.281,-0.184,-0.142,-0.087,0.381,-0.251
8350,0.432,0.748,0.316,-0.590,0.058,0.532,0.172,-0.005,0.546,0.279,-0.186,-0.147,-0.087,0.381,-0.246
8351,0.435,0.750,0.316,-0.593,0.060,0.533,0.170,-0.003,0.545,0.281,-0.182,-0.143,-0.083,0.381,-0.245
8352,0.433,0.749,0.316,-0.591,0.059,0.532,0.172,-0.004,0.547,0.281,-0.184,-0.146,-0.086,0.377,-0.245
8353,0.430,0.743,0.314,-0.587,0.058,0.528,0.177,-0.003,0.550,0.281,-0.182,-0.141,-0.086,0.378,-0.247
8354,0.432,0.747,0.316,-0.590,0.058,0.531,0.175,-0.002,0.551,0.284,-0.178,-0.130,-0.080,0.379,-0.249
8355,0.436,0.750,0.314,-0.594,0.061,0.532,0.175,-0.002,0.548,0.281,-0.180,-0.142,-0.085,0.382,-0.245
8356,0.440,0.753,0.314,-0.597,0.063,0.533,0.182,0.003,0.551,0.284,-0.178,-0.138,-0.084,0.379,-0.247
8357,0.439,0.757,0.320,-0.598,0.059,0.538,0.179,0.002,0.552,0.286,-0.174,-0.127,-0.075,0.374,-0.244
8358,0.438,0.748,0.310,-0.593,0.064,0.529,0.174,0.000,0.548,0.281,-0.179,-0.141,-0.079,0.379,-0.243
8359,0.433,0.742,0.308,-0.588,0.062,0.525,0.174,-0.002,0.547,0.282,-0.181,-0.144,-0.085,0.379,-0.246
8360,0.434,0.742,0.308,-0.588,0.063,0.524,0.173,-0.004,0.546,0.283,-0.180,-0.141,-0.087,0.378,-0.249
8361,0.438,0.741,0.303,-0.589,0.067,0.522,0.174,-0.001,0.546,0.284,-0.179,-0.136,-0.079,0.369,-0.248
8362,0.441,0.741,0.300,-0.591,0.070,0.521,0.172,-0.002,0.546,0.285,-0.179,-0.136,-0.078,0.369,-0.247
8363,0.442,0.741,0.300,-0.592,0.071,0.520,0.172,-0.004,0.544,0.281,-0.179,-0.138,-0.082,0.371,-0.250
8364,0.423,0.730,0.307,-0.577,0.058,0.518,0.173,-0.005,0.543,0.280,-0.179,-0.135,-0.078,0.363,-0.245
8365,0.427,0.729,0.301,-0.579,0.063,0.515,0.171,-0.007,0.542,0.281,-0.181,-0.138,-0.083,0.362,-0.247
8366,0.436,0.736,0.300,-0.586,0.068,0.518,0.172,-0.004,0.542,0.281,-0.182,-0.140,-0.082,0.358,-0.247
8367,0.443,0.744,0.302,-0.594,0.070,0.523,0.175,-0.005,0.543,0.284,-0.178,-0.132,-0.083,0.358,-0.253
8368,0.446,0.747,0.301,-0.596,0.072,0.523,0.174,-0.003,0.543,0.283,-0.180,-0.137,-0.089,0.364,-0.254
8369,0.424,0.737,0.313,-0.581,0.056,0.525,0.168,-0.009,0.541,0.282,-0.181,-0.144,-0.092,0.378,-0.249
8370,0.433,0.746,0.313,-0.590,0.060,0.529,0.167,-0.015,0.537,0.278,-0.184,-0.148,-0.102,0.375,-0.252
8371,0.443,0.745,0.302,-0.594,0.070,0.523,0.169,-0.009,0.536,0.275,-0.187,-0.151,-0.086,0.373,-0.247
8372,0.438,0.741,0.303,-0.589,0.068,0.521,0.168,-0.007,0.536,0.277,-0.181,-0.141,-0.070,0.380,-0.243
8373,0.447,0.752,0.307,-0.600,0.070,0.530,0.176,-0.003,0.545,0.286,-0.173,-0.134,-0.078,0.379,-0.249
8374,0.440,0.757,0.318,-0.598,0.060,0.537,0.178,0.002,0.551,0.288,-0.173,-0.139,-0.083,0.389,-0.249
8375,0.434,0.749,0.315,-0.592,0.059,0.532,0.172,-0.006,0.540,0.280,-0.182,-0.143,-0.082,0.387,-0.244
8376,0.437,0.753,0.317,-0.596,0.060,0.535,0.176,-0.003,0.543,0.283,-0.177,-0.135,-0.081,0.390,-0.249
8377,0.429,0.746,0.318,-0.588,0.056,0.532,0.168,-0.008,0.540,0.280,-0.183,-0.144,-0.090,0.382,-0.246
8378,0.429,0.739,0.310,-0.584,0.059,0.525,0.166,-0.014,0.535,0.276,-0.192,-0.148,-0.092,0.373,-0.245
8379,0.440,0.750,0.310,-0.595,0.065,0.530,0.176,-0.003,0.542,0.281,-0.186,-0.141,-0.090,0.376,-0.249
8380,0.439,0.739,0.300,-0.589,0.069,0.520,0.169,-0.011,0.539,0.278,-0.189,-0.146,-0.087,0.358,-0.244
8381,0.435,0.737,0.301,-0.586,0.068,0.519,0.173,-0.005,0.542,0.279,-0.189,-0.143,-0.085,0.360,-0.243
8382,0.445,0.742,0.298,-0.593,0.073,0.520,0.179,0.002,0.547,0.284,-0.185,-0.141,-0.086,0.357,-0.242
8383,0.453,0.751,0.298,-0.603,0.077,0.525,0.171,-0.007,0.548,0.288,-0.180,-0.136,-0.080,0.362,-0.248
8384,0.451,0.742,0.292,-0.597,0.080,0.517,0.167,-0.013,0.543,0.285,-0.181,-0.135,-0.083,0.366,-0.246
8385,0.427,0.719,0.292,-0.574,0.068,0.505,0.168,-0.015,0.537,0.280,-0.189,-0.149,-0.092,0.363,-0.238
8386,0.428,0.728,0.299,-0.578,0.065,0.513,0.172,-0.007,0.542,0.281,-0.190,-0.153,-0.093,0.366,-0.243
8387,0.445,0.741,0.297,-0.593,0.073,0.519,0.168,-0.014,0.542,0.283,-0.184,-0.140,-0.084,0.364,-0.244
8388,0.447,0.747,0.300,-0.597,0.073,0.524,0.170,-0.011,0.542,0.284,-0.185,-0.143,-0.085,0.368,-0.244
8389,0.448,0.757,0.310,-0.602,0.069,0.533,0.177,-0.001,0.546,0.288,-0.178,-0.141,-0.087,0.373,-0.248
8390,0.438,0.757,0.321,-0.598,0.059,0.539,0.173,-0.011,0.545,0.289,-0.175,-0.139,-0.087,0.377,-0.249
8391,0.439,0.749,0.310,-0.595,0.064,0.530,0.170,-0.011,0.541,0.284,-0.182,-0.147,-0.090,0.373,-0.246
8392,0.445,0.750,0.305,-0.597,0.070,0.527,0.167,-0.009,0.541,0.284,-0.183,-0.144,-0.088,0.374,-0.246
8393,0.436,0.740,0.304,-0.588,0.066,0.522,0.165,-0.015,0.537,0.282,-0.183,-0.136,-0.081,0.379,-0.239
8394,0.432,0.741,0.309,-0.587,0.062,0.524,0.166,-0.015,0.537,0.283,-0.179,-0.135,-0.081,0.389,-0.242
8395,0.443,0.751,0.309,-0.597,0.067,0.530,0.173,-0.006,0.544,0.286,-0.177,-0.142,-0.086,0.385,-0.250
8396,0.441,0.748,0.308,-0.595,0.067,0.528,0.184,0.000,0.546,0.287,-0.178,-0.137,-0.081,0.379,-0.247
8397,0.433,0.740,0.306,-0.587,0.064,0.523,0.174,-0.011,0.536,0.281,-0.186,-0.149,-0.088,0.370,-0.243
8398,0.439,0.736,0.297,-0.587,0.070,0.516,0.171,-0.010,0.535,0.279,-0.187,-0.152,-0.090,0.364,-0.245
8399,0.443,0.742,0.299,-0.592,0.071,0.520,0.174,-0.009,0.541,0.283,-0.180,-0.143,-0.089,0.366,-0.246
8400,0.444,0.742,0.299,-0.593,0.072,0.520,0.173,-0.006,0.540,0.284,-0.180,-0.145,-0.088,0.364,-0.241
8401,0.440,0.741,0.301,-0.591,0.070,0.520,0.175,-0.006,0.541,0.285,-0.180,-0.143,-0.086,0.371,-0.246
8402,0.441,0.738,0.297,-0.590,0.072,0.517,0.170,-0.015,0.541,0.283,-0.183,-0.144,-0.087,0.361,-0.246
8403,0.446,0.742,0.297,-0.594,0.074,0.520,0.168,-0.015,0.537,0.280,-0.186,-0.145,-0.086,0.362,-0.244
8404,0.431,0.735,0.304,-0.583,0.063,0.520,0.172,-0.013,0.537,0.280,-0.188,-0.147,-0.090,0.369,-0.243
8405,0.424,0.719,0.295,-0.572,0.065,0.507,0.175,-0.009,0.536,0.279,-0.188,-0.150,-0.095,0.352,-0.241
8406,0.434,0.731,0.297,-0.583,0.069,0.514,0.172,-0.013,0.538,0.282,-0.183,-0.146,-0.091,0.355,-0.243
8407,0.436,0.739,0.302,-0.588,0.067,0.520,0.170,-0.013,0.539,0.284,-0.180,-0.143,-0.088,0.365,-0.243
8408,0.439,0.738,0.299,-0.589,0.070,0.519,0.174,-0.009,0.536,0.278,-0.186,-0.148,-0.095,0.370,-0.243
8409,0.447,0.746,0.299,-0.596,0.074,0.522,0.176,-0.009,0.537,0.278,-0.186,-0.149,-0.092,0.378,-0.246
8410,0.454,0.753,0.300,-0.604,0.077,0.526,0.177,-0.011,0.537,0.280,-0.184,-0.148,-0.088,0.379,-0.249
8411,0.453,0.761,0.308,-0.607,0.072,0.534,0.172,-0.011,0.539,0.281,-0.184,-0.146,-0.091,0.374,-0.244
8412,0.458,0.767,0.310,-0.613,0.074,0.538,0.172,-0.006,0.542,0.282,-0.181,-0.144,-0.092,0.372,-0.246
8413,0.453,0.757,0.305,-0.605,0.073,0.532,0.170,-0.012,0.539,0.282,-0.182,-0.142,-0.090,0.366,-0.244
8414,0.438,0.746,0.309,-0.592,0.064,0.527,0.166,-0.018,0.532,0.276,-0.188,-0.147,-0.090,0.376,-0.240
8415,0.431,0.748,0.317,-0.590,0.058,0.532,0.168,-0.018,0.530,0.274,-0.188,-0.150,-0.092,0.386,-0.251
8416,0.424,0.737,0.313,-0.581,0.056,0.525,0.168,-0.016,0.532,0.274,-0.189,-0.151,-0.092,0.377,-0.247
8417,0.437,0.743,0.306,-0.590,0.066,0.524,0.166,-0.013,0.535,0.276,-0.189,-0.152,-0.093,0.373,-0.242
8418,0.449,0.756,0.308,-0.603,0.070,0.532,0.168,-0.013,0.538,0.281,-0.181,-0.142,-0.090,0.374,-0.245
8419,0.443,0.747,0.304,-0.595,0.069,0.525,0.169,-0.013,0.533,0.277,-0.186,-0.147,-0.093,0.365,-0.242
8420,0.436,0.747,0.310,-0.592,0.063,0.528,0.166,-0.015,0.532,0.274,-0.188,-0.148,-0.093,0.365,-0.243
8421,0.427,0.742,0.315,-0.585,0.056,0.528,0.167,-0.015,0.534,0.278,-0.184,-0.146,-0.091,0.369,-0.246
8422,0.433,0.740,0.307,-0.587,0.062,0.524,0.163,-0.021,0.528,0.271,-0.190,-0.151,-0.093,0.363,-0.240
8423,0.437,0.743,0.306,-0.590,0.066,0.524,0.161,-0.018,0.526,0.270,-0.193,-0.151,-0.089,0.365,-0.238
8424,0.442,0.738,0.296,-0.590,0.073,0.517,0.166,-0.015,0.526,0.272,-0.192,-0.150,-0.086,0.360,-0.240
8425,0.443,0.736,0.294,-0.590,0.074,0.515,0.171,-0.011,0.534,0.278,-0.186,-0.146,-0.090,0.356,-0.241
8426,0.426,0.733,0.307,-0.579,0.059,0.520,0.172,-0.011,0.533,0.279,-0.188,-0.149,-0.094,0.362,-0.243
8427,0.424,0.737,0.314,-0.581,0.056,0.525,0.172,-0.015,0.530,0.276,-0.192,-0.152,-0.095,0.368,-0.242
8428,0.433,0.740,0.306,-0.587,0.064,0.523,0.165,-0.020,0.527,0.272,-0.194,-0.146,-0.084,0.366,-0.239
8429,0.434,0.740,0.306,-0.588,0.065,0.523,0.165,-0.019,0.526,0.269,-0.196,-0.139,-0.079,0.360,-0.240
8430,0.428,0.739,0.311,-0.583,0.059,0.525,0.167,-0.014,0.529,0.272,-0.195,-0.148,-0.090,0.366,-0.241
8431,0.431,0.739,0.308,-0.585,0.061,0.523,0.164,-0.017,0.526,0.267,-0.198,-0.160,-0.100,0.369,-0.240
8432,0.432,0.743,0.311,-0.588,0.060,0.527,0.169,-0.018,0.527,0.269,-0.194,-0.153,-0.098,0.374,-0.242
8433,0.422,0.733,0.311,-0.578,0.056,0.522,0.161,-0.025,0.524,0.268,-0.196,-0.154,-0.093,0.369,-0.237
8434,0.434,0.750,0.316,-0.592,0.059,0.533,0.168,-0.013,0.535,0.275,-0.191,-0.145,-0.096,0.376,-0.247
8435,0.439,0.752,0.314,-0.596,0.062,0.533,0.168,-0.006,0.538,0.277,-0.190,-0.142,-0.088,0.377,-0.245
8436,0.435,0.740,0.305,-0.588,0.065,0.522,0.163,-0.013,0.530,0.271,-0.195,-0.147,-0.085,0.367,-0.234
8437,0.434,0.744,0.310,-0.590,0.062,0.527,0.165,-0.017,0.530,0.273,-0.192,-0.145,-0.104,0.374,-0.246
8438,0.432,0.740,0.308,-0.586,0.062,0.524,0.162,-0.021,0.529,0.271,-0.195,-0.148,-0.101,0.369,-0.241
8439,0.428,0.738,0.309,-0.583,0.060,0.523,0.168,-0.014,0.534,0.275,-0.193,-0.148,-0.090,0.374,-0.238
8440,0.419,0.732,0.312,-0.576,0.053,0.522,0.165,-0.015,0.529,0.273,-0.196,-0.147,-0.092,0.383,-0.242
8441,0.426,0.733,0.307,-0.580,0.059,0.520,0.163,-0.017,0.528,0.271,-0.194,-0.139,-0.083,0.367,-0.236
8442,0.437,0.731,0.293,-0.584,0.072,0.512,0.146,-0.028,0.523,0.267,-0.196,-0.150,-0.089,0.359,-0.235
8443,0.440,0.738,0.298,-0.589,0.070,0.518,0.155,-0.019,0.529,0.272,-0.194,-0.150,-0.093,0.372,-0.242
8444,0.435,0.745,0.309,-0.590,0.063,0.527,0.173,-0.009,0.538,0.278,-0.186,-0.139,-0.096,0.374,-0.246
8445,0.437,0.739,0.302,-0.588,0.067,0.521,0.170,-0.012,0.532,0.276,-0.189,-0.140,-0.097,0.365,-0.243
8446,0.450,0.742,0.293,-0.596,0.078,0.517,0.176,-0.007,0.537,0.280,-0.184,-0.140,-0.088,0.357,-0.237
8447,0.452,0.741,0.289,-0.596,0.082,0.514,0.168,-0.017,0.531,0.274,-0.194,-0.148,-0.097,0.351,-0.236
8448,0.449,0.736,0.288,-0.593,0.081,0.512,0.165,-0.016,0.527,0.270,-0.196,-0.146,-0.092,0.352,-0.237
8449,0.443,0.740,0.298,-0.592,0.072,0.519,0.169,-0.014,0.530,0.272,-0.191,-0.141,-0.087,0.359,-0.240
8450,0.439,0.740,0.301,-0.590,0.069,0.520,0.167,-0.014,0.530,0.273,-0.196,-0.145,-0.093,0.357,-0.239
8451,0.447,0.742,0.295,-0.595,0.076,0.518,0.170,-0.009,0.533,0.277,-0.192,-0.144,-0.091,0.357,-0.240
8452,0.443,0.741,0.298,-0.592,0.072,0.520,0.171,-0.011,0.533,0.280,-0.190,-0.142,-0.090,0.360,-0.240
8453,0.437,0.732,0.295,-0.585,0.071,0.513,0.171,-0.013,0.528,0.275,-0.196,-0.146,-0.100,0.353,-0.240
8454,0.443,0.744,0.301,-0.593,0.071,0.522,0.173,-0.009,0.530,0.275,-0.195,-0.145,-0.104,0.362,-0.245
8455,0.445,0.743,0.298,-0.594,0.073,0.520,0.167,-0.013,0.530,0.278,-0.191,-0.144,-0.087,0.364,-0.237
8456,0.447,0.738,0.291,-0.592,0.077,0.514,0.165,-0.018,0.528,0.274,-0.195,-0.148,-0.093,0.368,-0.242
8457,0.441,0.738,0.297,-0.589,0.072,0.517,0.169,-0.015,0.527,0.272,-0.199,-0.150,-0.096,0.372,-0.242
8458,0.433,0.730,0.297,-0.581,0.068,0.513,0.168,-0.015,0.528,0.272,-0.199,-0.148,-0.087,0.366,-0.236
8459,0.436,0.733,0.296,-0.585,0.070,0.514,0.168,-0.017,0.529,0.272,-0.196,-0.147,-0.095,0.372,-0.243
8460,0.431,0.731,0.300,-0.581,0.066,0.515,0.173,-0.012,0.532,0.275,-0.194,-0.147,-0.093,0.369,-0.241
8461,0.429,0.735,0.306,-0.582,0.061,0.521,0.172,-0.014,0.533,0.278,-0.191,-0.144,-0.098,0.362,-0.243
8462,0.442,0.743,0.301,-0.593,0.070,0.522,0.167,-0.017,0.534,0.278,-0.189,-0.144,-0.095,0.361,-0.242
8463,0.433,0.739,0.305,-0.586,0.064,0.522,0.172,-0.008,0.534,0.276,-0.191,-0.149,-0.093,0.370,-0.239
8464,0.413,0.721,0.308,-0.567,0.052,0.514,0.167,-0.010,0.531,0.273,-0.191,-0.147,-0.088,0.370,-0.241
8465,0.414,0.711,0.297,-0.562,0.059,0.503,0.167,-0.015,0.527,0.270,-0.194,-0.147,-0.086,0.367,-0.242
8466,0.423,0.718,0.295,-0.570,0.064,0.506,0.163,-0.018,0.526,0.269,-0.196,-0.148,-0.096,0.364,-0.241
8467,0.430,0.728,0.297,-0.579,0.067,0.512,0.162,-0.017,0.531,0.274,-0.192,-0.143,-0.090,0.359,-0.239
8468,0.436,0.734,0.298,-0.586,0.070,0.516,0.164,-0.018,0.532,0.275,-0.189,-0.148,-0.093,0.357,-0.240
8469,0.441,0.736,0.296,-0.588,0.072,0.516,0.158,-0.021,0.531,0.275,-0.188,-0.147,-0.091,0.355,-0.238
8470,0.449,0.736,0.288,-0.593,0.081,0.512,0.172,-0.011,0.533,0.275,-0.189,-0.149,-0.089,0.355,-0.239
8471,0.444,0.733,0.290,-0.588,0.076,0.512,0.169,-0.014,0.531,0.274,-0.190,-0.153,-0.094,0.349,-0.240
8472,0.440,0.736,0.296,-0.588,0.072,0.516,0.160,-0.019,0.532,0.276,-0.188,-0.148,-0.090,0.356,-0.236
8473,0.443,0.733,0.290,-0.588,0.076,0.511,0.162,-0.019,0.531,0.275,-0.190,-0.145,-0.092,0.361,-0.239
8474,0.442,0.729,0.287,-0.585,0.077,0.508,0.164,-0.016,0.528,0.270,-0.195,-0.150,-0.092,0.357,-0.238
8475,0.446,0.739,0.293,-0.592,0.076,0.516,0.168,-0.015,0.534,0.275,-0.188,-0.143,-0.086,0.357,-0.240
8476,0.446,0.741,0.295,-0.594,0.075,0.518,0.164,-0.020,0.535,0.275,-0.186,-0.140,-0.088,0.363,-0.243
8477,0.440,0.730,0.290,-0.585,0.074,0.510,0.161,-0.018,0.526,0.266,-0.197,-0.153,-0.093,0.360,-0.240
8478,0.426,0.723,0.296,-0.575,0.065,0.509,0.164,-0.016,0.527,0.266,-0.197,-0.153,-0.094,0.362,-0.240
8479,0.425,0.716,0.291,-0.571,0.067,0.504,0.160,-0.024,0.529,0.268,-0.192,-0.148,-0.091,0.366,-0.239
8480,0.431,0.714,0.283,-0.573,0.074,0.498,0.153,-0.030,0.525,0.267,-0.193,-0.151,-0.090,0.358,-0.238
8481,0.441,0.729,0.288,-0.585,0.076,0.508,0.164,-0.019,0.530,0.269,-0.190,-0.151,-0.093,0.352,-0.241
8482,0.452,0.738,0.286,-0.595,0.083,0.512,0.165,-0.016,0.531,0.271,-0.189,-0.149,-0.095,0.358,-0.241
8483,0.448,0.735,0.287,-0.592,0.081,0.511,0.162,-0.020,0.527,0.267,-0.193,-0.148,-0.091,0.359,-0.240
8484,0.442,0.726,0.284,-0.584,0.079,0.505,0.164,-0.018,0.529,0.269,-0.189,-0.146,-0.088,0.349,-0.242
8485,0.440,0.724,0.284,-0.582,0.078,0.503,0.160,-0.020,0.531,0.271,-0.188,-0.146,-0.089,0.347,-0.240
8486,0.429,0.720,0.291,-0.575,0.069,0.505,0.173,-0.011,0.535,0.274,-0.187,-0.145,-0.094,0.343,-0.242
8487,0.426,0.710,0.284,-0.568,0.071,0.496,0.167,-0.015,0.532,0.271,-0.189,-0.146,-0.091,0.346,-0.237
8488,0.431,0.716,0.285,-0.574,0.073,0.500,0.160,-0.021,0.529,0.266,-0.193,-0.148,-0.094,0.357,-0.238
8489,0.431,0.724,0.293,-0.577,0.069,0.508,0.170,-0.019,0.533,0.272,-0.190,-0.148,-0.101,0.360,-0.246
8490,0.433,0.722,0.289,-0.577,0.072,0.505,0.166,-0.018,0.535,0.271,-0.189,-0.146,-0.094,0.360,-0.245
8491,0.436,0.725,0.289,-0.581,0.074,0.507,0.167,-0.011,0.538,0.273,-0.186,-0.145,-0.090,0.358,-0.243
8492,0.432,0.719,0.287,-0.576,0.072,0.503,0.166,-0.012,0.531,0.270,-0.189,-0.148,-0.088,0.358,-0.233
8493,0.439,0.724,0.285,-0.581,0.076,0.504,0.173,-0.009,0.535,0.274,-0.184,-0.145,-0.097,0.365,-0.241
8494,0.444,0.737,0.294,-0.591,0.075,0.515,0.172,-0.013,0.540,0.279,-0.182,-0.145,-0.096,0.369,-0.248
8495,0.435,0.729,0.293,-0.583,0.071,0.511,0.165,-0.018,0.529,0.269,-0.191,-0.155,-0.094,0.366,-0.242
8496,0.436,0.730,0.293,-0.583,0.072,0.511,0.160,-0.024,0.527,0.269,-0.189,-0.152,-0.097,0.363,-0.244
8497,0.446,0.739,0.294,-0.593,0.076,0.516,0.167,-0.017,0.535,0.277,-0.180,-0.149,-0.096,0.352,-0.243
8498,0.450,0.738,0.288,-0.594,0.081,0.512,0.176,-0.009,0.536,0.277,-0.181,-0.147,-0.098,0.356,-0.250
8499,0.432,0.724,0.292,-0.578,0.070,0.508,0.172,-0.015,0.531,0.274,-0.185,-0.142,-0.091,0.348,-0.249
8500,0.428,0.718,0.290,-0.574,0.070,0.504,0.170,-0.013,0.530,0.272,-0.187,-0.154,-0.095,0.342,-0.245
8501,0.431,0.719,0.288,-0.575,0.071,0.503,0.165,-0.021,0.530,0.270,-0.191,-0.155,-0.098,0.349,-0.244
8502,0.431,0.729,0.297,-0.580,0.067,0.513,0.176,-0.009,0.538,0.276,-0.183,-0.143,-0.096,0.354,-0.248
8503,0.433,0.735,0.302,-0.584,0.066,0.518,0.180,-0.006,0.539,0.276,-0.184,-0.148,-0.095,0.367,-0.245
8504,0.441,0.735,0.294,-0.588,0.073,0.515,0.178,-0.005,0.537,0.275,-0.187,-0.146,-0.096,0.361,-0.241
8505,0.455,0.752,0.298,-0.604,0.079,0.525,0.184,0.004,0.542,0.282,-0.179,-0.131,-0.090,0.359,-0.244
8506,0.447,0.749,0.302,-0.598,0.072,0.525,0.179,-0.005,0.540,0.280,-0.182,-0.139,-0.092,0.364,-0.246
8507,0.441,0.734,0.293,-0.587,0.073,0.513,0.167,-0.014,0.537,0.276,-0.189,-0.150,-0.099,0.367,-0.252
8508,0.428,0.739,0.311,-0.584,0.059,0.525,0.166,-0.014,0.541,0.280,-0.183,-0.141,-0.093,0.386,-0.257
8509,0.427,0.754,0.328,-0.591,0.050,0.541,0.169,-0.014,0.547,0.287,-0.172,-0.124,-0.086,0.395,-0.261
8510,0.437,0.762,0.326,-0.600,0.056,0.544,0.164,-0.016,0.545,0.284,-0.177,-0.137,-0.098,0.395,-0.261
8511,0.437,0.765,0.329,-0.601,0.054,0.547,0.167,-0.016,0.546,0.285,-0.179,-0.145,-0.102,0.395,-0.261
8512,0.443,0.769,0.327,-0.606,0.058,0.548,0.169,-0.013,0.554,0.290,-0.171,-0.133,-0.092,0.401,-0.265
8513,0.443,0.770,0.327,-0.607,0.058,0.548,0.164,-0.015,0.557,0.293,-0.166,-0.128,-0.091,0.407,-0.266
8514,0.455,0.785,0.331,-0.620,0.062,0.558,0.159,-0.024,0.554,0.292,-0.165,-0.120,-0.088,0.411,-0.267
8515,0.447,0.790,0.344,-0.619,0.052,0.567,0.161,-0.024,0.557,0.295,-0.164,-0.120,-0.091,0.424,-0.270
8516,0.438,0.788,0.350,-0.614,0.044,0.570,0.163,-0.021,0.561,0.299,-0.161,-0.126,-0.098,0.421,-0.268
8517,0.449,0.796,0.348,-0.623,0.051,0.572,0.166,-0.017,0.562,0.297,-0.163,-0.130,-0.102,0.413,-0.271
8518,0.449,0.794,0.346,-0.622,0.051,0.571,0.159,-0.021,0.561,0.297,-0.162,-0.128,-0.099,0.418,-0.271
8519,0.452,0.797,0.346,-0.625,0.053,0.572,0.154,-0.022,0.562,0.302,-0.154,-0.120,-0.090,0.426,-0.269
